rep,id,eta_ka,eta_V,eta_Cl,eta_gamma
1,1,-0.264647459538994,0.0815694597785428,0.0937711619721637,0
1,2,-0.27465325532728,0.221978671079263,-0.0663533286460689,0
1,3,-0.155334598977871,0.314010444101533,0.0386878643587858,0
1,4,0.320698355342982,0.0595481607803019,0.0915092543707052,0
1,5,-0.11018546154983,-0.166925726849326,0.237893729661256,0
1,6,-1.15217587683167,-0.0488230603937088,0.310862290376241,0
1,7,0.566593547992639,-0.00665878770851647,-0.0476932845565159,0
1,8,0.409359395179653,0.323083826571449,-0.0446085825163576,0
1,9,0.0704965679292029,0.210145092598989,0.331497776461358,0
1,10,-0.0973315050903139,-0.173988115758619,0.0583304334263377,0
1,11,-0.002355968174353,-0.237943963343232,0.255186293176772,0
1,12,0.199825216518832,-0.528345984274099,0.114434835468734,0
1,13,-0.692209606405517,-0.259779722113102,-0.517326152131727,0
1,14,0.496260604540987,0.178502097717634,-0.573773814723936,0
1,15,-0.14134152605623,-0.337812583089004,0.201754238291083,0
1,16,-0.600020297189568,0.0157764025809972,0.333340789903113,0
1,17,0.295051915088313,-0.0983320704954953,0.122725419685377,0
1,18,-0.466685516297665,-0.123838984010747,0.2123600862921,0
1,19,0.389905151138201,-0.271623775512689,0.244830643911713,0
1,20,-0.419481830095112,-0.0435617885189616,0.300196961259977,0
1,21,0.122653334093608,0.012046562626864,-0.460439732398738,0
1,22,0.239053067141772,-0.00514119270802338,-0.217888753754866,0
1,23,-0.0802799886427193,-0.0750884626881732,0.20247274705555,0
1,24,1.16487038839458,-0.0358433872551753,-0.0775811396139647,0
1,25,-0.128379413986184,-0.0755724474319859,-0.0971594301708176,0
1,26,0.610887592082983,0.25313623363426,0.0712815347746503,0
1,27,-0.354441567176302,0.0806237795264173,-0.133169217128841,0
1,28,-0.546965061214582,0.192150404020511,-0.349574849520438,0
1,29,-0.0431100447755447,-0.109767152795959,0.075786496205797,0
1,30,0.0850681711106203,0.227677885134946,0.236270170549784,0
1,31,0.0712591683231446,-0.308837445068193,0.161906097532984,0
1,32,0.733722065889646,-0.298753638795636,-0.173805283790316,0
1,33,0.305303849200423,0.0104295026137566,-0.283581626234931,0
1,34,-0.548814104750067,0.06477876857261,-0.257269611560998,0
1,35,-0.409105299551001,-0.0557944019924497,-0.149358137893535,0
1,36,-0.776999292371563,-0.0506870553257137,0.0173398291467945,0
1,37,-0.288161203021144,-0.247676716718374,0.142420452737823,0
1,38,-0.877881909058234,0.0394533080990356,0.113889287657386,0
1,39,-0.0150004401654771,-0.239701813368653,-0.013086973390485,0
1,40,-0.046010982769133,0.106240752865299,-0.638353594947966,0
1,41,0.396725146311288,0.240240937784788,0.201605103243388,0
1,42,0.641074884180237,-0.0724600589437556,0.0935084689601517,0
1,43,0.26957849910394,0.192832871346389,-0.252972504951622,0
1,44,-0.702850952402285,0.119634817948983,0.0347974091244008,0
1,45,-0.49230038650286,-0.288890169742843,0.328494349638498,0
1,46,0.629881959552384,-0.337603849996532,0.121588495473733,0
1,47,1.35678687370776,0.198017810491213,0.143256579333051,0
1,48,-0.42281516197634,0.120867006676026,-0.261230358318014,0
1,49,-0.0118012797043999,0.139100687730131,0.0641566485858651,0
1,50,0.22354455439556,-0.0430520092646791,-0.105853808920312,0
1,51,0.027277327500507,-0.123337959071262,0.0155281099688569,0
1,52,-0.499488786758577,0.0716545414190248,-0.0686365564362701,0
1,53,0.121132815169257,-0.174842517674837,-0.319670279731069,0
1,54,0.865761441834942,0.00284800517534078,-0.0236484436436424,0
1,55,0.170922456394366,-0.219580670924624,0.2914611438941,0
1,56,0.425228363882794,-0.221964742629146,-0.198636997501067,0
1,57,-0.0868045426398993,-0.174175811809522,0.245785654649132,0
1,58,0.817269781023046,-0.052333506481681,-0.0337908035751262,0
1,59,0.761435325352887,0.641468363485147,0.150848114841787,0
1,60,0.173056559766196,-0.0638969436055326,0.0684176893009001,0
1,61,0.0642359164675857,0.0221244238129428,0.323672591190879,0
1,62,-0.52903369663348,-0.115099272693093,0.152558275879465,0
1,63,-0.0847216745071016,-0.17527777578204,-0.332198328734298,0
1,64,0.155416842214165,0.122276502681083,0.269747523162589,0
1,65,0.55393621438709,0.049069188070459,-0.0921264604520622,0
1,66,-0.583831465193286,-0.0590848450930728,-0.0923027435049772,0
1,67,0.215326690066986,0.211151938898684,-0.551993075112471,0
1,68,0.237748338104469,0.140677475704422,0.0265980881351084,0
1,69,0.0364119981104946,0.373018069314281,0.0273850536835085,0
1,70,0.388610232038458,0.053284026952352,-0.0621783570093153,0
1,71,-0.0768759807345544,0.244818670911177,-0.0428240381573204,0
1,72,-0.295094274907332,-0.162506072711112,-0.494205547782252,0
1,73,-0.937333565017963,-0.232835287004042,0.333417699783457,0
1,74,-0.655466611184977,0.0247809978775835,0.115051853597187,0
1,75,-1.26275292297136,0.148341338921395,0.373168122960536,0
1,76,0.361307037517309,-0.398587277067362,0.0335937785248617,0
1,77,-1.17691262026476,-0.217908479960399,-0.170073576024412,0
1,78,-0.533325537842348,0.0590202985653225,0.0121520628264054,0
1,79,0.40993979372782,0.020660221348126,-0.0876804666151068,0
1,80,0.0908908500067024,0.199574737515701,-0.0394158370772399,0
1,81,0.68493729894522,0.0300213016818502,0.0668103404792388,0
1,82,0.0397911914390156,-0.00271697580981023,-0.0858150660446584,0
1,83,-0.00344774290426221,0.331537646953745,-0.355981796184454,0
1,84,-0.777301919702796,-0.162979214788019,-0.382066224410079,0
1,85,0.583446927190563,-0.39606526311583,-0.145606148673176,0
1,86,0.182284556198723,-0.220246217699204,0.283973293433855,0
1,87,0.21384061926661,0.0878346349967072,-0.23547826577787,0
1,88,0.596452677645978,0.27937876099668,-0.199624929942023,0
1,89,-0.234738507446365,0.220022938126655,0.501459019701073,0
